Timestamp,Elapsed_Sec,RSS_MB,VIRT_MB,Delta_CPU_Pct
20260709_214329,591.21,49.03,106.01,0.0
20260709_214330,592.21,268.63,341.17,84.6
20260709_214331,593.21,53.11,114.32,-84.8
20260709_214332,594.22,63.69,143.75,2.0
20260709_214333,595.22,266.25,333.69,100.8
20260709_214334,596.22,53.17,114.32,-101.9
20260709_214335,597.22,195.27,256.58,65.9
20260709_214336,598.22,104.71,1175.92,-25.0
20260709_214337,599.22,162.9,1289.07,130.8
20260709_214338,600.23,288.45,1542.4,202.0
20260709_214339,601.23,338.28,1588.42,157.7
20260709_214340,602.23,373.67,1622.62,194.4
20260709_214341,603.24,352.61,1599.88,220.1
20260709_214342,604.24,390.86,1638.29,194.7
20260709_214343,605.24,404.75,1651.36,198.7
20260709_214344,606.24,431.21,1679.41,191.7
20260709_214345,607.24,441.11,1687.07,199.4
20260709_214346,608.25,462.71,1708.94,184.6
20260709_214347,609.25,473.75,1721.39,197.7
20260709_214348,610.25,474.71,1721.39,189.7
20260709_214349,611.25,475.02,1721.39,182.5
20260709_214350,612.25,487.86,1731.35,186.6
20260709_214351,613.26,496.33,1740.0,178.6
20260709_214352,614.26,520.94,1764.98,197.2
20260709_214353,615.26,527.09,1770.6,179.7
20260709_214354,616.26,527.9,1771.35,186.5
20260709_214355,617.27,527.95,1771.35,196.2
20260709_214356,618.27,528.7,1772.1,182.5
20260709_214357,619.28,528.7,1772.1,169.3
20260709_214358,620.28,528.93,1772.32,171.6
20260709_214359,621.28,271.46,3582.08,-4039.7
20260709_214400,622.28,442.46,5798.8,139.5
20260709_214401,623.29,701.54,5954.87,382.5
20260709_214402,624.3,608.05,5856.57,367.6
20260709_214403,625.3,683.12,5911.04,355.1
20260709_214404,626.32,790.97,6005.21,388.4
20260709_214405,627.32,799.12,6010.85,394.2
20260709_214406,628.33,718.21,5916.92,388.5
20260709_214407,629.34,678.46,5909.8,366.1
20260709_214408,630.34,285.14,3596.71,-2718.4
20260709_214409,631.34,232.54,3310.7,-94.8
20260709_214410,632.34,241.57,13747.94,67.9
20260709_214411,633.35,364.22,35236.75,122.4
20260709_214412,634.35,431.83,36562.32,175.5
20260709_214413,635.36,537.69,36908.68,228.1
20260709_214414,636.36,641.34,37007.44,193.9
20260709_214415,637.36,659.49,37022.72,161.5
20260709_214416,638.37,783.25,37145.6,145.5
20260709_214417,639.37,876.53,37237.85,142.5
20260709_214418,640.38,955.16,37316.6,158.3
20260709_214419,641.38,1020.22,37374.43,186.2
20260709_214420,642.38,1024.45,37374.43,141.6
20260709_214421,643.39,1019.46,37375.59,153.7
20260709_214422,644.39,1043.23,37401.17,154.8
20260709_214423,645.39,1137.91,37495.1,168.7
20260709_214424,646.4,1213.52,37566.77,172.4
20260709_214425,647.4,1244.63,37598.09,193.5
20260709_214426,648.4,1273.89,37619.73,140.6
20260709_214427,649.4,1263.98,37613.36,170.6
20260709_214428,650.41,1263.75,37605.61,189.7
20260709_214429,651.41,1264.52,37605.61,234.5
20260709_214430,652.41,1265.56,37606.09,198.6
20260709_214431,653.41,1352.57,38272.61,184.6
20260709_214432,654.42,1397.21,48559.89,179.5
20260709_214433,655.42,1350.07,48561.3,216.3
20260709_214434,656.42,1384.21,48590.03,156.5
20260709_214435,657.42,1457.13,48663.28,143.5
20260709_214436,658.43,1553.12,48758.53,130.3
20260709_214437,659.43,1637.61,48842.53,131.6
20260709_214438,660.44,1652.59,48856.54,268.1
20260709_214439,661.44,1654.43,48858.86,150.7
20260709_214440,662.44,1629.46,48827.86,151.4
20260709_214441,663.44,1634.71,48827.36,143.6
20260709_214442,664.45,1663.66,48855.69,139.5
20260709_214443,665.45,1725.23,48925.29,148.4
20260709_214444,666.46,1771.08,48968.54,156.5
20260709_214445,667.46,1784.95,48982.37,279.9
20260709_214446,668.46,1785.4,48983.05,142.4
20260709_214447,669.47,1791.45,48984.34,165.3
20260709_214448,670.47,1797.09,48985.96,166.7
20260709_214449,671.47,1818.62,48986.64,147.5
20260709_214450,672.48,1819.43,48986.64,143.5
20260709_214451,673.48,1868.87,49004.08,161.5
20260709_214452,674.49,1872.31,49019.73,355.2
20260709_214453,675.49,1876.0,49020.86,133.7
20260709_214454,676.49,1892.3,49025.11,166.3
20260709_214455,677.49,1883.88,49026.92,151.5
20260709_214456,678.5,2018.82,49150.03,196.4
20260709_214457,679.5,2046.21,49179.14,365.4
20260709_214458,680.51,2007.29,49162.16,187.6
20260709_214459,681.51,2030.59,49185.05,145.5
20260709_214500,682.51,2055.16,49210.29,161.7
20260709_214501,683.52,2080.77,49230.12,170.4
20260709_214502,684.52,2113.33,49263.62,141.6
20260709_214503,685.52,2147.63,49296.88,122.7
20260709_214504,686.52,2200.78,49350.7,136.7
20260709_214505,687.53,2215.05,49364.45,282.0
20260709_214506,688.53,2217.73,49367.28,340.5
20260709_214507,689.54,2218.31,49367.86,122.5
20260709_214508,690.54,2218.66,49368.18,109.6
20260709_214509,691.55,2218.68,49368.18,103.6
20260709_214510,692.55,2218.68,49368.18,100.7
20260709_214511,693.55,2218.69,49368.18,100.5
20260709_214512,694.56,2219.14,49368.5,121.6
20260709_214513,695.56,2379.14,49489.63,145.7
20260709_214514,696.56,2585.17,49621.48,199.8
20260709_214515,697.57,2636.98,49686.05,401.4
20260709_214516,698.58,2656.23,49780.82,325.1
20260709_214517,699.58,2763.63,49898.28,384.8
20260709_214518,700.59,2808.27,50467.11,272.5
20260709_214519,701.59,2884.28,61363.55,141.5
20260709_214520,702.6,2914.26,81872.29,117.6
20260709_214521,703.6,2958.5,81908.22,112.7
20260709_214522,704.6,2964.5,81913.22,320.7
20260709_214523,705.61,2796.82,81766.67,313.9
20260709_214524,706.61,2869.75,82983.78,211.2
20260709_214525,707.61,2876.14,102952.66,177.4
20260709_214526,708.62,59.2,128.22,-13898.8
20260709_214527,709.62,145.1,227.94,1.0
20260709_214528,710.64,148.86,227.63,25.6
20260709_214529,711.64,66.95,149.61,-38.9
20260709_214530,712.64,206.32,292.0,67.8
20260709_214531,713.64,332.13,414.99,98.8
20260709_214532,714.64,420.51,502.88,99.8
20260709_214533,715.65,537.11,617.14,98.9
20260709_214534,716.65,605.78,692.68,100.8
20260709_214535,717.65,623.14,705.17,99.8
20260709_214536,718.66,645.89,729.17,100.6
20260709_214537,719.66,64.23,102.95,-675.0
20260709_214538,720.66,74.95,140.52,-2.0
20260709_214539,721.66,187.22,251.4,100.8
20260709_214540,722.66,116.29,180.04,-93.9
20260709_214541,723.66,211.55,291.41,42.9
20260709_214542,724.67,355.65,433.56,99.5
20260709_214543,725.67,481.27,559.9,100.7
20260709_214544,726.67,545.2,620.18,97.8
20260709_214545,727.68,660.74,744.27,100.7
20260709_214547,728.68,713.96,792.62,99.8
20260709_214548,729.68,85.62,124.27,-538.5
20260709_214549,730.68,168.41,247.16,24.0
20260709_214550,731.68,350.74,427.35,98.9
20260709_214551,732.69,460.96,538.12,99.9
20260709_214552,733.69,547.33,622.25,99.9
20260709_214553,734.69,638.13,720.41,100.9
20260709_214554,735.69,697.06,774.21,99.9
20260709_214555,736.69,727.21,805.04,99.8
20260709_214556,737.69,134.98,173.56,-589.5
20260709_214557,738.7,194.86,273.27,9.0
20260709_214558,739.7,348.4,426.49,99.7
20260709_214559,740.7,452.43,530.39,100.8
20260709_214600,741.7,547.21,622.21,98.9
20260709_214601,742.71,621.68,696.76,100.8
20260709_214602,743.71,752.64,836.0,99.7
20260709_214603,744.71,828.01,906.99,99.8
20260709_214604,745.71,863.24,941.69,99.7
20260709_214605,746.72,865.09,932.04,100.7
20260709_214606,747.72,53.47,92.16,-856.7
20260709_214607,748.72,53.19,114.32,-4.0
20260709_214608,749.72,195.64,278.93,88.8
20260709_214609,750.73,47.74,106.04,-89.6
20260709_214610,751.73,43.71,79.16,2.0
20260709_214611,752.73,113.88,177.61,16.9
20260709_214612,753.74,268.32,352.55,58.9
20260709_214613,754.76,386.69,468.44,98.1
20260709_214614,755.76,491.75,554.98,100.9
20260709_214615,756.76,503.48,563.73,98.7
20260709_214616,757.76,53.18,114.32,-375.6
20260709_214617,758.76,202.39,272.09,46.9
20260709_214618,759.76,359.53,425.95,98.9
20260709_214619,760.77,481.26,548.63,99.7
20260709_214620,761.77,501.79,561.23,99.9
20260709_214621,762.77,98.77,163.0,-340.5
20260709_214622,763.77,234.93,303.68,59.8
20260709_214623,764.77,360.55,428.35,99.9
20260709_214624,765.78,459.0,522.17,99.7
20260709_214625,766.78,497.8,558.8,99.9
20260709_214626,767.78,63.8,102.53,-359.5
20260709_214627,768.78,37.18,105.63,-6.0
20260709_214628,769.78,72.5,136.48,8.0
20260709_214629,770.79,75.79,154.29,-2.0
20260709_214630,771.79,310.97,384.61,98.9
20260709_214631,772.79,53.11,114.32,-104.9
20260709_214632,773.79,135.59,210.2,24.0
20260709_214633,774.79,53.2,114.32,-23.0
20260709_214634,775.79,213.11,286.79,57.9
20260709_214635,776.79,91.42,155.43,-49.9
20260709_214636,777.8,228.72,296.43,59.9
20260709_214637,778.8,56.78,140.18,-61.9
20260709_214638,779.8,65.68,129.94,-6.0
20260709_214639,780.8,102.84,173.29,14.0
20260709_214640,781.8,71.34,135.66,-14.0
20260709_214641,782.8,176.88,252.16,38.9
20260709_214642,783.81,133.52,197.56,-7.0
20260709_214654,0.0,93.58,161.68,0.0
20260709_214655,1.0,136.3,195.04,99.8
20260709_214656,2.0,95.94,156.49,-87.9
20260709_214657,3.01,158.4,221.07,61.9
20260709_214658,4.01,243.47,318.01,-11.0
20260709_214659,5.01,274.42,342.66,99.8
20260709_214700,6.01,314.32,382.26,98.7
20260709_214701,7.01,93.41,132.31,-255.7
20260709_214702,8.01,194.62,254.45,68.9
20260709_214703,9.02,190.41,358.57,-32.9
20260709_214704,10.02,218.61,377.49,99.7
20260709_214705,11.02,245.52,404.41,99.7
20260709_214706,12.02,275.53,432.88,99.9
20260709_214707,13.02,139.67,212.23,-327.6
20260709_214708,14.03,232.48,294.74,99.9
20260709_214709,15.03,272.64,333.8,99.9
20260709_214710,16.03,315.5,386.1,99.9
20260709_214711,17.03,28.68,59.6,-326.6
20260709_214712,18.03,190.78,307.98,86.8
20260709_214713,19.03,232.43,365.86,-28.9
20260709_214714,20.04,201.5,334.05,-16.0
20260709_214715,21.04,292.2,411.07,99.9
20260709_214716,22.04,319.39,438.31,99.9
20260709_214717,23.04,352.12,470.79,99.9
20260709_214718,24.04,376.94,495.47,100.8
20260709_214719,25.05,102.35,201.89,-422.7
20260709_214720,26.05,115.9,238.21,-6.0
20260709_214721,27.05,173.32,303.52,12.0
20260709_214722,28.05,187.68,320.8,9.0
20260709_214723,29.05,212.42,347.07,15.0
20260709_214724,30.05,28.72,59.72,-48.9
20260709_214725,31.05,258.75,390.44,83.9
20260709_214726,32.06,304.18,425.66,99.8
20260709_214727,33.06,56.42,139.39,-182.7
20260709_214728,34.06,248.21,367.84,87.9
20260709_214729,35.06,265.33,410.35,-12.0
20260709_214730,36.06,329.64,463.37,99.9
20260709_214731,37.06,360.61,492.51,99.9
20260709_214732,38.06,389.6,522.4,100.9
20260709_214733,39.07,412.25,542.63,99.8
20260709_214734,40.07,435.5,567.0,99.7
20260709_214735,41.07,449.63,579.54,99.9
20260709_214736,42.07,451.5,579.54,100.8
20260709_214737,43.07,194.24,329.76,-735.1
20260709_214738,44.08,281.11,402.89,100.9
20260709_214739,45.08,312.12,433.02,99.9
20260709_214740,46.08,69.79,175.26,-239.7
20260709_214741,47.08,195.43,312.97,89.9
20260709_214742,48.08,253.84,383.18,-18.0
20260709_214743,49.08,307.27,425.23,98.9
20260709_214744,50.08,85.73,124.68,-161.8
20260709_214745,51.08,57.12,133.34,-12.0
20260709_214746,52.09,230.82,297.62,99.9
20260709_214747,53.09,155.42,225.05,-71.9
20260709_214748,54.09,56.71,95.79,-27.0
20260709_214749,55.09,248.5,322.79,81.9
20260709_214750,56.09,60.88,100.21,-79.9
20260709_214751,57.09,167.64,234.54,61.8
20260709_214752,58.1,231.27,305.84,2.0
20260709_214753,59.1,272.68,338.7,98.9
20260709_214754,60.1,163.28,231.62,-114.8
20260709_214755,61.1,212.68,274.06,99.9
20260709_214756,62.1,86.14,175.11,-142.7
20260709_214757,63.1,317.7,392.39,99.7
20260709_214758,64.11,366.71,434.27,99.9
20260709_214759,65.11,370.34,435.47,99.9
20260709_214800,66.11,391.1,457.1,100.9
20260709_214801,67.11,57.66,133.97,-408.5
20260709_214802,68.11,297.69,372.18,98.8
20260709_214803,69.11,350.34,420.75,99.9
20260709_214804,70.11,361.41,427.24,100.9
20260709_214805,71.11,364.63,430.05,98.9
20260709_214806,72.12,391.02,457.05,99.9
20260709_214807,73.12,426.45,491.86,99.8
20260709_214808,74.12,63.54,99.24,-596.1
20260709_214809,75.12,290.89,365.33,82.9
20260709_214810,76.12,363.85,429.04,98.8
20260709_214811,77.12,371.13,433.96,100.9
20260709_214812,78.13,82.77,157.2,-279.7
20260709_214813,79.13,60.45,137.87,-4.0
20260709_214814,80.13,265.56,340.39,100.9
20260709_214815,81.13,361.85,433.78,99.8
20260709_214816,82.13,368.99,435.09,98.9
20260709_214817,83.13,382.97,448.59,99.9
20260709_214818,84.13,411.27,475.83,99.9
20260709_214819,85.13,52.97,92.03,-498.9
20260709_214820,86.14,200.42,268.89,46.9
20260709_214821,87.14,57.05,140.36,-42.9
20260709_214822,88.14,252.68,313.23,91.9
20260709_214823,89.14,96.73,167.08,-86.8
20260709_214824,90.14,274.89,335.77,100.9
20260709_214825,91.14,191.54,260.21,-66.9
20260709_214826,92.15,45.27,82.28,99.9
20260709_214827,93.15,247.79,322.69,-68.9
20260709_214828,94.15,287.63,354.73,99.9
20260709_214829,95.15,158.07,220.91,-118.7
20260709_214830,96.15,223.1,296.12,21.9
20260709_214831,97.16,340.14,410.63,99.8
20260709_214832,98.16,370.63,440.78,100.8
20260709_214833,99.16,391.22,456.99,98.7
20260709_214834,100.16,411.98,475.88,99.9
20260709_214835,101.16,438.55,502.55,100.9
20260709_214836,102.16,469.62,533.08,99.9
20260709_214837,103.17,499.74,562.46,99.7
20260709_214838,104.17,512.69,574.8,99.7
20260709_214839,105.17,127.91,197.52,-855.0
20260709_214840,106.17,93.61,175.39,-12.0
20260709_214841,107.18,313.02,384.76,99.9
20260709_214842,108.18,422.42,492.54,99.9
20260709_214843,109.18,451.0,520.55,99.9
20260709_214844,110.18,482.83,547.38,100.7
20260709_214845,111.18,516.21,579.37,99.9
20260709_214846,112.18,530.45,591.77,99.8
20260709_214847,113.19,531.22,592.77,99.9
20260709_214848,114.19,531.66,592.77,99.9
20260709_214849,115.19,549.64,626.51,100.7
20260709_214850,116.19,69.88,116.2,-907.8
20260709_214851,117.19,272.74,344.93,77.9
20260709_214852,118.2,379.07,449.49,98.9
20260709_214853,119.2,404.28,470.42,100.9
20260709_214854,120.2,430.07,494.74,99.9
20260709_214855,121.2,457.12,521.4,99.8
20260709_214856,122.2,486.87,550.56,98.8
20260709_214857,123.2,86.36,125.34,-568.3
20260709_214858,124.2,198.66,271.87,36.0
20260709_214859,125.2,343.93,413.5,98.9
20260709_214900,126.21,366.01,427.84,99.9
20260709_214901,127.21,367.43,427.84,99.9
20260709_214902,128.21,380.07,440.3,99.9
20260709_214903,129.21,411.84,473.82,98.9
20260709_214904,130.21,442.93,503.25,99.9
20260709_214905,131.21,143.73,182.65,-595.3
20260709_214906,132.21,244.07,320.83,24.0
20260709_214907,133.22,338.88,410.32,99.9
20260709_214908,134.22,359.3,424.51,99.8
20260709_214909,135.22,363.53,428.07,99.8
20260709_214910,136.22,385.3,450.54,99.9
20260709_214911,137.22,414.29,481.46,99.9
20260709_214912,138.22,114.01,185.42,-557.3
20260709_214913,139.22,171.23,247.03,27.0
20260709_214914,140.22,344.65,417.36,99.9
20260709_214915,141.23,360.61,433.07,99.9
20260709_214916,142.23,372.44,440.14,99.9
20260709_214917,143.23,397.93,464.58,99.7
20260709_214918,144.23,427.79,495.08,100.9
20260709_214919,145.23,456.48,524.09,98.8
20260709_214920,146.24,473.88,538.14,100.7
20260709_214921,147.24,502.77,582.61,99.9
20260709_214922,148.24,177.26,216.41,-788.0
20260709_214923,149.24,245.36,313.73,10.0
20260709_214924,150.24,53.62,136.57,-63.9
20260709_214925,151.24,79.02,154.82,6.0
20260709_214926,152.24,117.57,193.26,10.0
20260709_214927,153.25,130.23,206.04,6.0
20260709_214928,154.25,124.15,199.37,-4.0
20260709_214929,155.25,157.11,233.59,11.0
20260709_214930,156.25,177.47,252.61,8.0
20260709_214931,157.25,196.59,273.12,4.0
20260709_214932,158.26,208.04,285.62,10.0
20260709_214933,159.26,201.33,279.22,-2.0
20260709_214934,160.26,220.84,298.03,4.0
20260709_214935,161.26,243.61,313.63,13.0
20260709_214936,162.26,51.05,90.14,-63.9
20260709_214937,163.26,50.78,89.88,-1.0
20260709_214938,164.26,252.62,322.16,83.9
20260709_214939,165.27,154.02,229.55,-40.9
20260709_214940,166.27,56.4,138.3,-38.9
20260709_214941,167.27,242.42,313.24,86.7
20260709_214942,168.27,218.27,294.02,-23.9
20260709_214943,169.28,198.45,275.12,-14.0
20260709_214944,170.28,138.92,214.8,-21.9
20260709_214945,171.28,63.54,146.7,-23.9
20260709_214946,172.29,54.1,136.81,-7.0
20260709_214947,173.29,224.98,301.99,86.7
20260709_214948,174.3,91.39,175.3,-75.6
20260709_214949,175.3,251.26,319.29,99.6
20260709_214950,176.3,221.13,298.08,-35.9
20260709_214951,177.31,200.55,277.12,-18.9
20260709_214952,178.31,182.44,258.86,-8.0
20260709_214953,179.31,96.47,175.58,-36.9
20260709_214954,180.32,62.51,140.19,-8.0
20260709_214955,181.32,52.82,91.97,0.0
20260709_214956,182.32,244.97,313.59,79.8
20260709_214957,183.33,231.86,309.26,-8.0
20260709_214958,184.33,126.72,203.83,-37.9
20260709_214959,185.33,76.77,154.93,-28.9
20260709_215000,186.34,45.51,82.41,-7.0
20260709_215001,187.34,238.14,312.39,79.8
20260709_215002,188.34,214.54,291.88,-16.9
20260709_215003,189.35,180.53,256.87,-11.0
20260709_215004,190.35,145.07,221.3,-19.9
20260709_215005,191.35,127.98,204.12,-7.0
20260709_215006,192.36,37.87,106.02,-24.8
20260709_215007,193.36,238.84,314.53,83.7
20260709_215008,194.37,165.38,240.22,-24.9
20260709_215009,195.37,43.66,79.9,-58.8
20260709_215010,196.37,251.24,320.02,98.7
20260709_215011,197.38,197.46,275.15,-29.9
20260709_215012,198.38,42.81,79.9,-68.7
20260709_215013,199.38,54.0,136.91,1.0
20260709_215014,200.39,248.21,316.22,87.7
20260709_215015,201.39,236.69,312.36,-14.0
20260709_215016,202.39,215.22,292.02,-8.0
20260709_215017,203.39,168.99,244.34,-16.9
20260709_215018,204.4,76.79,154.95,-39.9
20260709_215019,205.4,236.94,312.71,99.8
20260709_215020,206.4,153.51,229.59,-60.8
20260709_215021,207.41,76.86,154.95,-40.8
20260709_215022,208.41,252.91,327.65,99.7
20260709_215023,209.41,158.01,233.72,-62.8
20260709_215024,210.42,62.09,139.98,-41.9
20260709_215025,211.42,244.97,313.74,99.6
20260709_215026,212.42,201.46,279.29,-36.9
20260709_215027,213.42,142.71,219.09,-18.9
20260709_215028,214.43,51.95,91.07,-42.8
20260709_215029,215.43,198.42,275.12,70.8
20260709_215030,216.43,99.64,177.74,-56.8
20260709_215031,217.44,245.05,313.56,99.6
20260709_215032,218.44,163.7,240.23,-59.8
20260709_215033,219.45,57.26,140.82,-43.8
20260709_215034,220.45,197.56,275.27,78.8
20260709_215035,221.45,78.66,155.07,-79.6
20260709_215036,222.46,239.45,312.84,100.6
20260709_215037,223.46,159.62,236.34,-58.9
20260709_215038,224.46,62.98,140.19,-50.8
20260709_215039,225.47,210.25,287.88,100.5
20260709_215040,226.47,110.5,186.61,-77.7
20260709_215041,227.48,242.76,319.2,99.6
20260709_215042,228.48,127.86,204.24,-94.6
20260709_215044,229.48,279.47,347.62,100.7
20260709_215045,230.49,159.8,236.41,-83.7
20260709_215046,231.49,57.07,140.64,-40.8
20260709_215047,232.5,230.43,307.31,85.7
20260709_215048,233.5,178.03,252.87,-37.9
20260709_215049,234.5,107.34,184.44,-36.9
20260709_215050,235.5,73.25,152.49,-11.0
20260709_215051,236.5,247.68,316.25,98.8
20260709_215052,237.51,200.15,277.27,-41.9
20260709_215053,238.51,126.08,201.98,-38.9
20260709_215054,239.51,41.9,80.03,-24.0
20260709_215055,240.51,244.52,315.6,98.8
20260709_215056,241.51,200.74,277.35,-33.9
20260709_215057,242.52,135.79,210.82,-27.9
20260709_215058,243.52,55.71,138.16,-33.9
20260709_215059,244.52,224.37,300.31,86.8
20260709_215100,245.52,141.04,217.06,-54.9
20260709_215101,246.52,78.92,155.08,-25.0
20260709_215102,247.53,55.9,138.16,-7.0
20260709_215103,248.53,233.57,309.31,86.8
20260709_215104,249.53,199.46,277.24,-32.9
20260709_215105,250.53,166.2,242.32,-17.0
20260709_215106,251.53,131.25,208.3,-13.0
20260709_215107,252.54,144.39,219.41,3.0
20260709_215108,253.54,131.02,206.24,-3.0
20260709_215109,254.54,103.22,180.23,-14.0
20260709_215110,255.54,107.98,184.44,3.0
20260709_215111,256.54,43.7,80.02,-15.0
20260709_215112,257.54,33.49,72.1,0.0
20260709_215113,258.54,246.29,313.89,84.9
20260709_215114,259.55,205.27,283.43,-10.0
20260709_215115,260.55,149.09,225.58,-35.9
20260709_215116,261.55,110.79,186.79,-21.9
20260709_215117,262.56,57.36,140.82,-9.0
20260709_215118,263.56,246.25,315.52,85.9
20260709_215119,264.56,199.89,277.26,-33.0
20260709_215120,265.56,157.41,233.83,-22.9
20260709_215121,266.56,132.79,208.42,-13.0
20260709_215122,267.57,135.71,210.79,0.0
20260709_215123,268.57,138.6,214.93,1.0
20260709_215124,269.57,134.98,210.9,1.0
20260709_215125,270.57,103.03,180.1,-13.0
20260709_215126,271.57,67.57,144.51,-11.0
20260709_215127,272.58,54.25,137.03,-2.0
20260709_215128,273.58,51.87,90.93,2.0
20260709_215129,274.58,225.65,302.3,75.7
20260709_215130,275.58,217.88,294.25,-16.0
20260709_215131,276.58,143.78,219.27,-30.0
20260709_215132,277.59,118.31,193.56,-14.0
20260709_215133,278.59,88.32,175.32,-9.0
20260709_215134,279.59,101.72,180.05,1.0
20260709_215135,280.59,131.93,208.4,10.0
20260709_215136,281.59,123.66,199.61,0.0
20260709_215137,282.6,143.88,219.15,4.9
20260709_215138,283.61,159.8,236.45,8.0
20260709_215139,284.61,104.79,182.45,-22.0
20260709_215140,285.61,52.54,134.52,-11.0
20260709_215141,286.61,59.89,146.97,6.0
20260709_215142,287.61,52.32,91.46,-4.0
20260709_215143,288.62,56.16,138.32,1.0
20260709_215144,289.62,67.4,144.59,0.0
20260709_215145,290.62,114.86,190.97,11.0
20260709_215146,291.62,140.57,217.18,11.0
20260709_215147,292.63,168.33,244.56,12.0
20260709_215148,293.63,174.15,250.95,-1.0
20260709_215149,294.63,199.66,277.34,9.0
20260709_215150,295.63,227.71,304.7,14.0
20260709_215151,296.63,244.4,313.66,9.0
20260709_215152,297.64,252.64,320.32,9.0
20260709_215153,298.64,51.6,90.77,-75.8
20260709_215154,299.64,205.96,283.62,83.9
20260709_215155,300.64,161.8,238.43,-45.9
20260709_215156,301.64,196.02,273.36,4.0
20260709_215157,302.65,218.64,296.27,11.0
20260709_215158,303.65,136.61,212.93,-24.0
20260709_215159,304.65,100.04,178.12,-18.0
20260709_215200,305.65,125.71,202.12,10.0
20260709_215201,306.66,132.12,208.53,1.0
20260709_215202,307.66,133.72,210.54,2.0
20260709_215203,308.66,53.65,114.97,-23.0
20260709_215204,309.66,90.46,162.61,1.0
20260709_215205,310.66,236.73,318.78,51.9
20260709_215206,311.66,358.94,439.81,100.8
20260709_215207,312.67,500.41,580.57,98.7
20260709_215208,313.67,584.62,663.56,100.8
20260709_215209,314.67,611.39,691.11,98.9
20260709_215210,315.67,636.15,716.23,100.7
20260709_215211,316.67,661.98,737.27,99.8
20260709_215212,317.68,685.51,759.27,100.9
20260709_215213,318.68,711.96,787.35,98.9
20260709_215214,319.68,738.53,813.4,99.9
20260709_215215,320.68,762.88,837.22,100.9
20260709_215216,321.68,800.96,873.25,99.8
20260709_215217,322.68,830.45,903.51,100.8
20260709_215218,323.69,848.67,922.25,98.6
20260709_215219,324.69,858.8,930.25,99.9
20260709_215220,325.69,861.12,932.25,100.7
20260709_215221,326.69,893.61,996.25,99.8
20260709_215222,327.69,893.77,996.25,99.9
20260709_215223,328.7,895.28,996.75,99.8
20260709_215224,329.7,895.61,996.75,100.8
20260709_215225,330.7,896.0,996.75,99.8
20260709_215226,331.7,896.32,996.77,99.8
20260709_215227,332.7,901.01,1003.2,99.8
20260709_215228,333.71,61.42,100.32,-2255.0
20260709_215229,334.71,252.3,291.28,99.7
20260709_215230,335.71,402.79,441.71,99.8
20260709_215231,336.71,102.32,179.11,-186.7
20260709_215232,337.71,301.18,384.33,98.8
20260709_215233,338.72,384.11,465.1,100.6
20260709_215234,339.72,512.31,594.98,99.8
20260709_215235,340.72,586.56,665.52,99.8
20260709_215236,341.73,646.91,725.33,99.7
20260709_215237,342.73,671.45,749.36,99.9
20260709_215238,343.73,693.59,773.76,99.9
20260709_215239,344.73,712.61,785.88,100.8
20260709_215240,345.73,743.5,818.01,99.8
20260709_215241,346.73,773.42,846.01,99.9
20260709_215242,347.73,802.47,876.13,99.9
20260709_215243,348.74,835.16,909.27,99.9
20260709_215244,349.74,873.44,947.8,99.7
20260709_215245,350.74,912.23,986.27,100.9
20260709_215246,351.74,922.35,996.52,99.8
20260709_215247,352.74,926.47,1000.52,99.8
20260709_215248,353.75,926.87,1000.52,100.8
20260709_215249,354.75,927.14,1000.52,99.7
20260709_215250,355.75,928.18,1000.52,99.8
20260709_215251,356.75,929.45,1000.52,99.9
20260709_215252,357.76,962.54,1064.52,99.9
20260709_215253,358.76,104.59,143.48,-2095.8
20260709_215254,359.76,297.96,336.84,99.9
20260709_215255,360.76,154.64,224.18,-90.8
20260709_215256,361.76,358.0,425.7,99.8
20260709_215257,362.76,469.01,535.24,99.7
20260709_215258,363.77,507.72,566.42,99.8
20260709_215259,364.77,510.61,568.66,100.9
20260709_215300,365.77,103.16,142.16,-406.5
20260709_215301,366.77,258.5,327.73,47.9
20260709_215302,367.77,384.05,452.34,99.7
20260709_215303,368.77,453.7,515.08,99.9
20260709_215304,369.78,118.94,189.13,-248.3
20260709_215305,370.78,291.75,361.64,100.8
20260709_215306,371.78,384.29,451.83,99.7
20260709_215307,372.78,505.47,571.43,99.8
20260709_215308,373.78,552.75,617.54,100.9
20260709_215309,374.79,583.17,642.64,99.9
20260709_215310,375.79,626.85,701.2,99.8
20260709_215311,376.79,665.85,739.26,98.8
20260709_215312,377.79,699.25,775.91,100.9
20260709_215313,378.79,734.33,809.93,99.8
20260709_215314,379.8,769.14,844.03,100.7
20260709_215315,380.8,781.91,856.59,99.8
20260709_215316,381.8,790.75,866.07,99.7
20260709_215317,382.8,45.14,81.89,100.9
20260709_215318,383.81,57.32,92.85,-1318.3
20260709_215319,384.81,285.28,355.48,74.9
20260709_215320,385.81,399.18,468.7,98.9
20260709_215321,386.81,500.2,565.79,99.9
20260709_215322,387.81,508.28,566.86,100.8
20260709_215323,388.81,513.25,571.52,98.9
20260709_215324,389.82,538.11,597.12,99.8
20260709_215325,390.82,570.66,627.88,100.9
20260709_215326,391.82,68.73,150.44,-669.2
20260709_215327,392.82,295.87,363.75,82.8
20260709_215328,393.82,384.34,451.87,99.9
20260709_215329,394.82,508.47,572.51,100.7
20260709_215330,395.83,587.12,651.8,98.9
20260709_215331,396.83,641.47,721.48,99.9
20260709_215332,397.83,667.08,743.75,100.7
