20260710_010725,sycl,RelWithDebInfo,76
20260710_010842,sycl,RelWithDebInfo,2882
20260710_015645,sycl,RelWithDebInfo,2602
20260710_041821,sycl,RelWithDebInfo,73
20260710_041935,sycl,RelWithDebInfo,70
20260710_042046,sycl,RelWithDebInfo,70
20260710_042830,sycl,RelWithDebInfo,76
20260710_042947,sycl,RelWithDebInfo,74
20260710_043102,sycl,RelWithDebInfo,78
